,net,con,y_astro,it,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
38,1.0,0.0,0.01,8.0,47.18,13.940654217073169,4.7824,2.6123419071783083,6.3910965943763145,1.5230120633731399,1.509433962264151
39,1.0,0.0,0.01,9.0,43.1848,12.45801625299951,4.144799999999999,2.265637429069356,6.054645491399251,1.8064758421431104,1.3679245283018868
40,1.0,1.0,0.01,0.0,43.288000000000004,11.855122774564588,4.328,2.1190790452458352,6.5728971710322615,1.7031649497419656,1.5849056603773586
41,1.0,1.0,0.01,1.0,46.4592,13.441369549268408,4.7144,2.451226762255993,6.616728270155969,1.511362015948783,1.6698113207547167
42,1.0,1.0,0.01,2.0,42.364,12.232042511371516,4.097600000000001,2.1913453036890376,5.947444415649816,1.5547531452076853,1.7547169811320755
43,1.0,1.0,0.01,3.0,48.4768,13.514514484804847,5.0688,2.647033539643954,6.448402414388934,1.6260962529391665,1.7452830188679245
44,1.0,1.0,0.01,4.0,47.8216,13.493833163337984,5.1496,2.667107016975509,6.978868782642808,1.877831812423257,1.7641509433962264
45,1.0,1.0,0.01,5.0,42.48560000000001,11.448634531681057,4.0056,1.9993920676045505,6.0656251571225095,1.5461417326445333,1.5377358490566038
46,1.0,1.0,0.01,6.0,40.5152,11.14237357837189,3.9704,2.0007008372068027,6.4750350845968585,1.7285628059835818,1.7547169811320755
47,1.0,1.0,0.01,7.0,46.8568,12.89898498952534,4.6448,2.2607416836073955,6.795326568317921,1.753526948932122,1.8207547169811318
48,1.0,1.0,0.01,8.0,44.8152,12.743384517466307,4.668,2.356543231090828,7.0646661571273315,1.8011568872084314,1.69811320754717
49,1.0,1.0,0.01,9.0,45.916000000000004,12.703579967867329,4.8424,2.515734930393105,6.283942764625402,1.420828163784025,1.5943396226415094
50,1.0,2.0,0.01,0.0,45.3288,12.229533538119927,4.4239999999999995,2.28646102087921,6.283273696061608,1.6132391245004345,1.4056603773584906
51,1.0,2.0,0.01,1.0,43.7824,12.282619030158024,4.2352,2.1758035205413195,6.2187032920670875,1.6878979516525705,1.5660377358490567
52,1.0,2.0,0.01,2.0,53.792,14.366403029290247,6.2944,2.970637749709648,7.26442774028862,1.4146510924584454,1.650943396226415
53,1.0,2.0,0.01,3.0,49.66560000000001,13.216263338780749,5.32,2.546212874054328,7.693286915820445,1.9172457560876963,1.6886792452830188
54,1.0,2.0,0.01,4.0,51.244,13.805152081741078,5.4608,2.5917066500667083,7.054375310522895,1.684014924323008,1.6415094339622642
55,1.0,2.0,0.01,5.0,51.3032,14.172945698054445,5.8184,2.84520323351426,7.480461121360628,1.6507358207212068,1.7358490566037736
